ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked,Price (INR)
BRP,Swimfit  8pm - 9pm,23-May-18,20:00:00,10,8,1499
BRP,Swimfit  8pm - 9pm,30-May-18,20:00:00,10,10,1499
HXP,Swimfit 6.30 -7.30pm,9-Apr-18,18:30:00,15,9,1499
HXP,Swimfit 6.30 -7.30pm,16-Apr-18,18:30:00,15,11,1499
HXP,Swimfit 6.30 -7.30pm,23-Apr-18,18:30:00,15,15,1499
HXP,Swimfit 6.30 -7.30pm,30-Apr-18,18:30:00,15,11,1499
HXP,Swimfit 6.30 -7.30pm,14-May-18,18:30:00,15,7,1499
HXP,Swimfit 6.30 -7.30pm,21-May-18,18:30:00,15,15,1499
HXP,Swimfit 6.30-7.30am,9-Apr-18,6:30:00,15,11,1499
HXP,Swimfit 6.30-7.30am,16-Apr-18,6:30:00,15,15,1499
HXP,Swimfit 6.30-7.30am,23-Apr-18,6:30:00,15,15,1499
HXP,Swimfit 6.30-7.30am,30-Apr-18,6:30:00,15,11,1499
HXP,Swimfit 6.30-7.30am,14-May-18,6:30:00,15,13,1499
HXP,Swimfit 6.30-7.30am,21-May-18,6:30:00,15,13,1499
HXP,Swimfit 6.30am -7.30am,4-Apr-18,6:30:00,15,15,1499
HXP,Swimfit 6.30am -7.30am,11-Apr-18,6:30:00,15,14,1499
HXP,Swimfit 6.30am -7.30am,18-Apr-18,6:30:00,15,15,1499
HXP,Swimfit 6.30am -7.30am,25-Apr-18,6:30:00,15,15,1499
HXP,Swimfit 6.30am -7.30am,2-May-18,6:30:00,15,13,1499
HXP,Swimfit 6.30am -7.30am,9-May-18,6:30:00,15,14,1499
HXP,Swimfit 6.30am -7.30am,16-May-18,6:30:00,15,13,1499
HXP,Swimfit 6.30am -7.30am,23-May-18,6:30:00,15,11,1499
HXP,Swimfit 6.30am -7.30am,30-May-18,6:30:00,15,14,1499
BRP,Swimfit 7am-8am,3-Apr-18,7:00:00,15,9,1499
BRP,Swimfit 7am-8am,10-Apr-18,7:00:00,15,9,1499
BRP,Swimfit 7am-8am,17-Apr-18,7:00:00,15,7,1499
BRP,Swimfit 7am-8am,24-Apr-18,7:00:00,15,6,1499
BRP,Swimfit 7am-8am,1-May-18,7:00:00,15,7,1499
BRP,Swimfit 7am-8am,8-May-18,7:00:00,15,7,1499
BRP,Swimfit 7am-8am,15-May-18,7:00:00,15,8,1499
BRP,Swimfit 7am-8am,22-May-18,7:00:00,15,8,1499
BRP,Swimfit 7am-8am,29-May-18,7:00:00,15,7,1499
HXP,Swimfit 7pm - 8pm,4-Apr-18,19:00:00,15,11,1499
HXP,Swimfit 7pm - 8pm,6-Apr-18,19:00:00,15,9,1499
HXP,Swimfit 7pm - 8pm,11-Apr-18,19:00:00,15,10,1499
HXP,Swimfit 7pm - 8pm,13-Apr-18,19:00:00,15,12,1499
HXP,Swimfit 7pm - 8pm,18-Apr-18,19:00:00,15,9,1499
HXP,Swimfit 7pm - 8pm,20-Apr-18,19:00:00,15,10,1499
HXP,Swimfit 7pm - 8pm,25-Apr-18,19:00:00,15,10,1499
HXP,Swimfit 7pm - 8pm,27-Apr-18,19:00:00,15,14,1499
HXP,Swimfit 7pm - 8pm,2-May-18,19:00:00,15,12,1499
HXP,Swimfit 7pm - 8pm,4-May-18,19:00:00,15,15,1499
HXP,Swimfit 7pm - 8pm,9-May-18,19:00:00,15,11,1499
HXP,Swimfit 7pm - 8pm,11-May-18,19:00:00,15,14,1499
HXP,Swimfit 7pm - 8pm,16-May-18,19:00:00,15,10,1499
HXP,Swimfit 7pm - 8pm,18-May-18,19:00:00,15,15,1499
HXP,Swimfit 7pm - 8pm,23-May-18,19:00:00,15,10,1499
HXP,Swimfit 7pm - 8pm,25-May-18,19:00:00,15,14,1499
NBL,Tai Chi 2.00-3.00pm,9-Apr-18,14:00:00,60,10,3999
NBL,Tai Chi 2.00-3.00pm,16-Apr-18,14:00:00,60,19,3999
NBL,Tai Chi 2.00-3.00pm,23-Apr-18,14:00:00,60,18,3999
NBL,Tai Chi 2.00-3.00pm,30-Apr-18,14:00:00,60,19,3999
NBL,Tai Chi 2.00-3.00pm,14-May-18,14:00:00,60,21,3999
NBL,Tai Chi 2.00-3.00pm,21-May-18,14:00:00,60,19,3999
HXP,Tai-Chi  12 -1pm,5-Apr-18,12:00:00,25,9,3999
HXP,Tai-Chi  12 -1pm,12-Apr-18,12:00:00,25,10,3999
HXP,Tai-Chi  12 -1pm,19-Apr-18,12:00:00,25,6,3999
HXP,Tai-Chi  12 -1pm,26-Apr-18,12:00:00,25,7,3999
HXP,Tai-Chi  12 -1pm,3-May-18,12:00:00,25,10,3999
HXP,Tai-Chi  12 -1pm,10-May-18,12:00:00,25,9,3999
HXP,Tai-Chi  12 -1pm,17-May-18,12:00:00,25,11,3999
HXP,Tai-Chi  12 -1pm,24-May-18,12:00:00,25,12,3999
HXP,Tai-Chi  12 -1pm,31-May-18,12:00:00,25,13,3999
NBL,Tap Dancing 11.15-12.15pm,4-Apr-18,11:15:00,60,13,1999
NBL,Tap Dancing 11.15-12.15pm,11-Apr-18,11:15:00,60,14,1999
NBL,Tap Dancing 11.15-12.15pm,18-Apr-18,11:15:00,60,14,1999
NBL,Tap Dancing 11.15-12.15pm,25-Apr-18,11:15:00,60,9,1999
NBL,Tap Dancing 11.15-12.15pm,9-May-18,11:15:00,60,14,1999
NBL,Tap Dancing 11.15-12.15pm,16-May-18,11:15:00,60,13,1999
NBL,Tap Dancing 11.15-12.15pm,23-May-18,11:15:00,60,12,1999
NBL,Tap Dancing 12-1.30pm,21-May-18,12:00:00,60,11,1999
NBL,Tap Dancing 12.00-1.30pm,9-Apr-18,12:00:00,60,7,1999
NBL,Tap Dancing 12.00-1.30pm,16-Apr-18,12:00:00,60,15,1999
NBL,Tap Dancing 12.00-1.30pm,23-Apr-18,12:00:00,60,11,1999
NBL,Tap Dancing 12.00-1.30pm,14-May-18,12:00:00,60,14,1999
TSC,Yoga 1.45-2.45pm,2-Apr-18,13:45:00,24,4,1999
TSC,Yoga 1.45-2.45pm,9-Apr-18,13:45:00,24,4,1999
TSC,Yoga 1.45-2.45pm,16-Apr-18,13:45:00,24,8,1999
TSC,Yoga 1.45-2.45pm,23-Apr-18,13:45:00,24,8,1999
TSC,Yoga 1.45-2.45pm,30-Apr-18,13:45:00,24,13,1999
TSC,Yoga 1.45-2.45pm,7-May-18,13:45:00,24,4,1999
TSC,Yoga 1.45-2.45pm,14-May-18,13:45:00,24,2,1999
TSC,Yoga 1.45-2.45pm,21-May-18,13:45:00,24,9,1999
TSC,Yoga 1.45-2.45pm,28-May-18,13:45:00,24,4,1999
TSC,Yoga 10.30-11.30am,4-Apr-18,10:30:00,24,21,1999
TSC,Yoga 10.30-11.30am,6-Apr-18,10:30:00,24,22,1999
TSC,Yoga 10.30-11.30am,11-Apr-18,10:30:00,24,23,1999
TSC,Yoga 10.30-11.30am,13-Apr-18,10:30:00,24,23,1999
TSC,Yoga 10.30-11.30am,18-Apr-18,10:30:00,24,23,1999
TSC,Yoga 10.30-11.30am,20-Apr-18,10:30:00,24,21,1999
TSC,Yoga 10.30-11.30am,25-Apr-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,27-Apr-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,2-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,4-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,9-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,11-May-18,10:30:00,24,23,1999
TSC,Yoga 10.30-11.30am,16-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,18-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,23-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,25-May-18,10:30:00,24,24,1999
TSC,Yoga 10.30-11.30am,30-May-18,10:30:00,24,22,1999
TSC,Yoga 12.45-1.45pm,2-Apr-18,12:45:00,24,8,1999
TSC,Yoga 12.45-1.45pm,9-Apr-18,12:45:00,24,12,1999
TSC,Yoga 12.45-1.45pm,16-Apr-18,12:45:00,24,10,1999
TSC,Yoga 12.45-1.45pm,23-Apr-18,12:45:00,24,8,1999
TSC,Yoga 12.45-1.45pm,30-Apr-18,12:45:00,24,7,1999
TSC,Yoga 12.45-1.45pm,7-May-18,12:45:00,24,6,1999
TSC,Yoga 12.45-1.45pm,14-May-18,12:45:00,24,9,1999
TSC,Yoga 12.45-1.45pm,21-May-18,12:45:00,24,9,1999
TSC,Yoga 12.45-1.45pm,28-May-18,12:45:00,24,11,1999
BRP,Yogalates  6.30-7.30pm,4-Apr-18,18:30:00,35,29,2999
BRP,Yogalates  6.30-7.30pm,11-Apr-18,18:30:00,35,31,2999
BRP,Yogalates  6.30-7.30pm,18-Apr-18,18:30:00,35,30,2999
BRP,Yogalates  6.30-7.30pm,25-Apr-18,18:30:00,35,35,2999
BRP,Yogalates  6.30-7.30pm,2-May-18,18:30:00,35,31,2999
BRP,Yogalates  6.30-7.30pm,9-May-18,18:30:00,35,19,2999
BRP,Yogalates  6.30-7.30pm,16-May-18,18:30:00,35,20,2999
TSC,Yogalates 10.00-11.00am,5-Apr-18,10:00:00,24,9,2999
TSC,Yogalates 10.00-11.00am,12-Apr-18,10:00:00,24,13,2999
TSC,Yogalates 10.00-11.00am,19-Apr-18,10:00:00,24,11,2999
TSC,Yogalates 10.00-11.00am,26-Apr-18,10:00:00,24,8,2999
TSC,Yogalates 10.00-11.00am,3-May-18,10:00:00,24,11,2999
TSC,Yogalates 10.00-11.00am,10-May-18,10:00:00,24,12,2999
TSC,Yogalates 10.00-11.00am,17-May-18,10:00:00,24,11,2999
TSC,Yogalates 10.00-11.00am,24-May-18,10:00:00,24,13,2999
TSC,Yogalates 10.00-11.00am,31-May-18,10:00:00,24,17,2999
TSC,Yogalates 10.30-11.30am,2-Apr-18,10:30:00,24,10,2999
TSC,Yogalates 10.30-11.30am,9-Apr-18,10:30:00,24,13,2999
TSC,Yogalates 10.30-11.30am,16-Apr-18,10:30:00,24,13,2999
TSC,Yogalates 10.30-11.30am,23-Apr-18,10:30:00,24,10,2999
TSC,Yogalates 10.30-11.30am,30-Apr-18,10:30:00,24,11,2999
TSC,Yogalates 10.30-11.30am,7-May-18,10:30:00,24,9,2999
TSC,Yogalates 10.30-11.30am,14-May-18,10:30:00,24,11,2999
TSC,Yogalates 10.30-11.30am,21-May-18,10:30:00,24,14,2999
TSC,Yogalates 10.30-11.30am,28-May-18,10:30:00,24,8,2999
BRP,Yogalates 10.30am,6-Apr-18,10:30:00,35,32,2999
BRP,Yogalates 10.30am,13-Apr-18,10:30:00,35,31,2999
BRP,Yogalates 10.30am,20-Apr-18,10:30:00,35,29,2999
BRP,Yogalates 10.30am,27-Apr-18,10:30:00,35,25,2999
BRP,Yogalates 10.30am,4-May-18,10:30:00,35,25,2999
BRP,Yogalates 10.30am,11-May-18,10:30:00,35,23,2999
BRP,Yogalates 10.30am,18-May-18,10:30:00,35,20,2999
BRP,Yogalates 10.30am,25-May-18,10:30:00,35,24,2999
BRP,Yogalates 11.00-12.00,5-Apr-18,11:00:00,35,16,2999
BRP,Yogalates 11.00-12.00,12-Apr-18,11:00:00,35,9,2999
BRP,Yogalates 11.00-12.00,19-Apr-18,11:00:00,35,13,2999
BRP,Yogalates 11.00-12.00,26-Apr-18,11:00:00,35,16,2999
BRP,Yogalates 11.00-12.00,3-May-18,11:00:00,35,21,2999
BRP,Yogalates 11.00-12.00,10-May-18,11:00:00,35,14,2999
BRP,Yogalates 11.00-12.00,31-May-18,11:00:00,35,11,2999
BRP,Yogalates 7.00-8.00pm,5-Apr-18,19:00:00,35,33,2999
BRP,Yogalates 7.00-8.00pm,12-Apr-18,19:00:00,35,31,2999
BRP,Yogalates 7.00-8.00pm,19-Apr-18,19:00:00,35,29,2999
BRP,Yogalates 7.00-8.00pm,26-Apr-18,19:00:00,35,30,2999
BRP,Yogalates 7.00-8.00pm,3-May-18,19:00:00,35,31,2999
BRP,Yogalates 7.00-8.00pm,10-May-18,19:00:00,35,27,2999
BRP,Yogalates 7.00-8.00pm,17-May-18,19:00:00,35,28,2999
BRP,Yogalates 7.00-8.00pm,24-May-18,19:00:00,35,33,2999
BRP,Yogalates 7.00-8.00pm,31-May-18,19:00:00,35,33,2999
TSC,Yogalates 7.45-8.30pm,3-Apr-18,19:30:00,24,18,2999
TSC,Yogalates 7.45-8.30pm,10-Apr-18,19:30:00,24,17,2999
TSC,Yogalates 7.45-8.30pm,17-Apr-18,19:30:00,24,20,2999
TSC,Yogalates 7.45-8.30pm,24-Apr-18,19:30:00,24,17,2999
TSC,Yogalates 7.45-8.30pm,1-May-18,19:30:00,24,18,2999
TSC,Yogalates 7.45-8.30pm,8-May-18,19:30:00,24,15,2999
TSC,Yogalates 7.45-8.30pm,15-May-18,19:30:00,24,15,2999
TSC,Yogalates 7.45-8.30pm,22-May-18,19:30:00,24,14,2999
TSC,Yogalates 7.45-8.30pm,29-May-18,19:30:00,24,15,2999
BRP,Zumba,3-Apr-18,17:30:00,35,25,1299
BRP,Zumba,10-Apr-18,17:30:00,35,27,1299
BRP,Zumba,17-Apr-18,17:30:00,35,31,1299
BRP,Zumba,24-Apr-18,17:30:00,35,33,1299
BRP,Zumba,1-May-18,17:30:00,35,31,1299
BRP,Zumba,8-May-18,17:30:00,35,24,1299
BRP,Zumba,15-May-18,17:30:00,35,28,1299
BRP,Zumba,22-May-18,17:30:00,35,28,1299
BRP,Zumba,29-May-18,17:30:00,35,27,1299
TSC,Zumba  6.30-7.30pm,9-Apr-18,18:30:00,18,13,1299
TSC,Zumba  6.30-7.30pm,16-Apr-18,18:30:00,18,15,1299
TSC,Zumba  6.30-7.30pm,23-Apr-18,18:30:00,18,11,1299
TSC,Zumba  6.30-7.30pm,30-Apr-18,18:30:00,18,12,1299
TSC,Zumba  6.30-7.30pm,14-May-18,18:30:00,18,13,1299
TSC,Zumba  6.30-7.30pm,21-May-18,18:30:00,18,5,1299
TSC,Zumba - 6-7pm,26-Apr-18,18:00:00,50,17,1299
TSC,Zumba - 6-7pm,3-May-18,18:00:00,50,14,1299
TSC,Zumba - 6-7pm,10-May-18,18:00:00,50,15,1299
TSC,Zumba - 6-7pm,17-May-18,18:00:00,50,1,1299
TSC,Zumba - 6-7pm,31-May-18,18:00:00,50,13,1299
HXP,Zumba 10.00-10.50.Am,7-Apr-18,10:00:00,25,25,1299
HXP,Zumba 10.00-10.50.Am,14-Apr-18,10:00:00,25,14,1299
HXP,Zumba 10.00-10.50.Am,21-Apr-18,10:00:00,25,20,1299
HXP,Zumba 10.00-10.50.Am,28-Apr-18,10:00:00,25,24,1299
HXP,Zumba 10.00-10.50.Am,5-May-18,10:00:00,25,23,1299
HXP,Zumba 10.00-10.50.Am,12-May-18,10:00:00,25,25,1299
HXP,Zumba 10.00-10.50.Am,19-May-18,10:00:00,25,19,1299
HXP,Zumba 10.00-10.50.Am,26-May-18,10:00:00,25,17,1299
BRP,Zumba 12.45-1.45pm,4-Apr-18,12:45:00,35,17,1299
BRP,Zumba 12.45-1.45pm,11-Apr-18,12:45:00,35,14,1299
BRP,Zumba 12.45-1.45pm,25-Apr-18,12:45:00,35,19,1299
BRP,Zumba 12.45-1.45pm,2-May-18,12:45:00,35,18,1299
BRP,Zumba 12.45-1.45pm,9-May-18,12:45:00,35,14,1299
BRP,Zumba 12.45-1.45pm,16-May-18,12:45:00,35,12,1299
BRP,Zumba 12.45-1.45pm,23-May-18,12:45:00,35,12,1299
BRP,Zumba 12.45-1.45pm,30-May-18,12:45:00,35,15,1299
TSC,Zumba 6.00 - 7.00pm,12-Apr-18,18:00:00,35,14,1299
TSC,Zumba 6.00 - 7.00pm,19-Apr-18,18:00:00,35,8,1299
HXP,Zumba 6.15-7.15pm,3-Apr-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,10-Apr-18,18:15:00,25,24,1299
HXP,Zumba 6.15-7.15pm,17-Apr-18,18:15:00,25,26,1299
HXP,Zumba 6.15-7.15pm,24-Apr-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,1-May-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,8-May-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,15-May-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,22-May-18,18:15:00,25,25,1299
HXP,Zumba 6.15-7.15pm,29-May-18,18:15:00,25,23,1299
NBL,Zumba 9.30-10.30am,1-Apr-18,9:30:00,60,27,1299
NBL,Zumba 9.30-10.30am,8-Apr-18,9:30:00,60,24,1299
NBL,Zumba 9.30-10.30am,15-Apr-18,9:30:00,60,38,1299
NBL,Zumba 9.30-10.30am,22-Apr-18,9:30:00,60,25,1299
NBL,Zumba 9.30-10.30am,29-Apr-18,9:30:00,60,27,1299
NBL,Zumba 9.30-10.30am,6-May-18,9:30:00,60,20,1299
NBL,Zumba 9.30-10.30am,13-May-18,9:30:00,60,35,1299
NBL,Zumba 9.30-10.30am,20-May-18,9:30:00,60,21,1299
NBL,Zumba 9.30-10.30am,27-May-18,9:30:00,60,23,1299
NBL,Zumba Gold 1.45-2.45pm,5-Apr-18,13:45:00,60,20,1999
NBL,Zumba Gold 1.45-2.45pm,12-Apr-18,13:45:00,60,26,1999
NBL,Zumba Gold 1.45-2.45pm,19-Apr-18,13:45:00,60,10,1999
NBL,Zumba Gold 1.45-2.45pm,26-Apr-18,13:45:00,60,34,1999
NBL,Zumba Gold 1.45-2.45pm,3-May-18,13:45:00,60,17,1999
NBL,Zumba Gold 1.45-2.45pm,10-May-18,13:45:00,60,25,1999
NBL,Zumba Gold 1.45-2.45pm,17-May-18,13:45:00,60,17,1999
NBL,Zumba Gold 1.45-2.45pm,24-May-18,13:45:00,60,17,1999
NBL,Zumba Gold 1.45-2.45pm,31-May-18,13:45:00,60,23,1999
NBL,Zumba Gold 12.45-1.45pm,3-Apr-18,12:45:00,60,43,1999
NBL,Zumba Gold 12.45-1.45pm,10-Apr-18,12:45:00,60,41,1999
NBL,Zumba Gold 12.45-1.45pm,17-Apr-18,12:45:00,60,45,1999
NBL,Zumba Gold 12.45-1.45pm,24-Apr-18,12:45:00,60,39,1999
NBL,Zumba Gold 12.45-1.45pm,1-May-18,12:45:00,60,47,1999
NBL,Zumba Gold 12.45-1.45pm,8-May-18,12:45:00,60,42,1999
NBL,Zumba Gold 12.45-1.45pm,15-May-18,12:45:00,60,38,1999
NBL,Zumba Gold 12.45-1.45pm,22-May-18,12:45:00,60,39,1999
NBL,Zumba Gold 12.45-1.45pm,29-May-18,12:45:00,60,41,1999
