ActivitySiteID,ActivityDescription,BookingEndDate,BookingStartTime,MaxBookees,Number Booked,Price (INR)
TSC,Body Con 11.30am-12.30pm,2018-04-18,1900-01-01 11:30:00,24,10,1299.0
TSC,Body Con 11.30am-12.30pm,2018-04-25,1900-01-01 11:30:00,24,11,1299.0
TSC,Body Con 11.30am-12.30pm,2018-05-02,1900-01-01 11:30:00,24,12,1299.0
TSC,Body Con 11.30am-12.30pm,2018-05-09,1900-01-01 11:30:00,24,12,1299.0
TSC,Body Con 11.30am-12.30pm,2018-05-16,1900-01-01 11:30:00,24,13,1299.0
TSC,Body Con 11.30am-12.30pm,2018-05-23,1900-01-01 11:30:00,24,11,1299.0
TSC,Body Con 11.30am-12.30pm,2018-05-30,1900-01-01 11:30:00,24,11,1299.0
BRP,Body Con 4.30-5.30pm,2018-04-04,1900-01-01 16:30:00,35,26,1299.0
BRP,Body Con 4.30-5.30pm,2018-04-11,1900-01-01 16:30:00,35,21,1299.0
BRP,Body Con 4.30-5.30pm,2018-04-18,1900-01-01 16:30:00,35,20,1299.0
BRP,Body Con 4.30-5.30pm,2018-04-25,1900-01-01 16:30:00,35,19,1299.0
BRP,Body Con 4.30-5.30pm,2018-05-02,1900-01-01 16:30:00,35,22,1299.0
BRP,Body Con 4.30-5.30pm,2018-05-16,1900-01-01 16:30:00,35,27,1299.0
BRP,Body Con 4.30-5.30pm,2018-05-23,1900-01-01 16:30:00,35,17,1299.0
BRP,Body Con 4.30-5.30pm,2018-05-30,1900-01-01 16:30:00,35,24,1299.0
BRP,Body Cond  11-12noon,2018-04-02,1900-01-01 11:00:00,35,26,1299.0
BRP,Body Cond  11-12noon,2018-04-09,1900-01-01 11:00:00,35,18,1299.0
BRP,Body Cond  11-12noon,2018-04-16,1900-01-01 11:00:00,35,22,1299.0
BRP,Body Cond  11-12noon,2018-04-23,1900-01-01 11:00:00,35,18,1299.0
BRP,Body Cond  11-12noon,2018-04-30,1900-01-01 11:00:00,35,27,1299.0
BRP,Body Cond  11-12noon,2018-05-07,1900-01-01 11:00:00,35,23,1299.0
BRP,Body Cond  11-12noon,2018-05-14,1900-01-01 11:00:00,35,19,1299.0
BRP,Body Cond  11-12noon,2018-05-28,1900-01-01 11:00:00,35,18,1299.0
SBP,Body Cond 10-11am,2018-04-06,1900-01-01 10:00:00,35,29,1299.0
SBP,Body Cond 10-11am,2018-04-13,1900-01-01 10:00:00,35,15,1299.0
SBP,Body Cond 10-11am,2018-04-20,1900-01-01 10:00:00,35,27,1299.0
SBP,Body Cond 10-11am,2018-04-27,1900-01-01 10:00:00,35,31,1299.0
SBP,Body Cond 10-11am,2018-05-04,1900-01-01 10:00:00,35,31,1299.0
SBP,Body Cond 10-11am,2018-05-11,1900-01-01 10:00:00,35,32,1299.0
SBP,Body Cond 10-11am,2018-05-25,1900-01-01 10:00:00,35,21,1299.0
SBP,Body Cond 10.30-11.30am,2018-04-04,1900-01-01 10:30:00,35,20,1299.0
SBP,Body Cond 10.30-11.30am,2018-04-11,1900-01-01 10:30:00,35,25,1299.0
SBP,Body Cond 10.30-11.30am,2018-04-18,1900-01-01 10:30:00,35,27,1299.0
SBP,Body Cond 10.30-11.30am,2018-04-25,1900-01-01 10:30:00,35,33,1299.0
SBP,Body Cond 10.30-11.30am,2018-05-02,1900-01-01 10:30:00,35,24,1299.0
SBP,Body Cond 10.30-11.30am,2018-05-09,1900-01-01 10:30:00,35,31,1299.0
SBP,Body Cond 10.30-11.30am,2018-05-16,1900-01-01 10:30:00,35,23,1299.0
SBP,Body Cond 10.30-11.30am,2018-05-23,1900-01-01 10:30:00,35,21,1299.0
SBP,Body Cond 10.30-11.30am,2018-05-30,1900-01-01 10:30:00,35,16,1299.0
BRP,Body Cond 11-12,2018-04-07,1900-01-01 11:00:00,35,28,1299.0
BRP,Body Cond 11-12,2018-04-21,1900-01-01 11:00:00,35,27,1299.0
BRP,Body Cond 11-12,2018-04-28,1900-01-01 11:00:00,35,26,1299.0
BRP,Body Cond 11-12,2018-05-05,1900-01-01 11:00:00,35,21,1299.0
BRP,Body Cond 11-12,2018-05-12,1900-01-01 11:00:00,35,18,1299.0
BRP,Body Cond 11-12,2018-05-19,1900-01-01 11:00:00,35,12,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-04-06,1900-01-01 12:00:00,25,22,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-04-13,1900-01-01 12:00:00,25,21,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-04-20,1900-01-01 12:00:00,25,15,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-04-27,1900-01-01 12:00:00,25,25,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-05-04,1900-01-01 12:00:00,25,25,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-05-11,1900-01-01 12:00:00,25,18,1299.0
HXP,Body Cond 12.00 - 1.00pm,2018-05-18,1900-01-01 12:00:00,25,25,1299.0
BRP,Body Cond 12.00-12.45pm,2018-04-04,1900-01-01 12:00:00,35,18,1299.0
BRP,Body Cond 12.00-12.45pm,2018-04-11,1900-01-01 12:00:00,35,12,1299.0
BRP,Body Cond 12.00-12.45pm,2018-04-25,1900-01-01 12:00:00,35,12,1299.0
BRP,Body Cond 12.00-12.45pm,2018-05-02,1900-01-01 12:00:00,35,13,1299.0
BRP,Body Cond 12.00-12.45pm,2018-05-09,1900-01-01 12:00:00,35,17,1299.0
BRP,Body Cond 12.00-12.45pm,2018-05-16,1900-01-01 12:00:00,35,11,1299.0
BRP,Body Cond 12.00-12.45pm,2018-05-23,1900-01-01 12:00:00,35,17,1299.0
BRP,Body Cond 12.00-12.45pm,2018-05-30,1900-01-01 12:00:00,35,16,1299.0
NBL,Body Cond 12.45-1.45pm,2018-04-06,1900-01-01 12:45:00,60,6,1299.0
NBL,Body Cond 12.45-1.45pm,2018-04-13,1900-01-01 12:45:00,60,11,1299.0
NBL,Body Cond 12.45-1.45pm,2018-04-20,1900-01-01 12:45:00,60,12,1299.0
NBL,Body Cond 12.45-1.45pm,2018-04-27,1900-01-01 12:45:00,60,8,1299.0
NBL,Body Cond 12.45-1.45pm,2018-05-11,1900-01-01 12:45:00,60,5,1299.0
NBL,Body Cond 12.45-1.45pm,2018-05-25,1900-01-01 12:45:00,60,8,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-04-08,1900-01-01 15:50:00,25,13,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-04-15,1900-01-01 15:50:00,25,14,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-04-22,1900-01-01 15:50:00,25,11,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-04-29,1900-01-01 15:50:00,25,7,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-05-13,1900-01-01 15:50:00,25,6,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-05-20,1900-01-01 15:50:00,25,8,1299.0
HXP,Body Cond 3.50pm - 4.50pm,2018-05-27,1900-01-01 15:50:00,25,3,1299.0
SBP,Body Cond 5.00-6.00pm,2018-04-03,1900-01-01 17:00:00,35,18,1299.0
SBP,Body Cond 5.00-6.00pm,2018-04-10,1900-01-01 17:00:00,35,18,1299.0
SBP,Body Cond 5.00-6.00pm,2018-04-17,1900-01-01 17:00:00,35,20,1299.0
SBP,Body Cond 5.00-6.00pm,2018-04-24,1900-01-01 17:00:00,35,20,1299.0
SBP,Body Cond 5.00-6.00pm,2018-05-01,1900-01-01 17:00:00,35,30,1299.0
SBP,Body Cond 5.00-6.00pm,2018-05-08,1900-01-01 17:00:00,35,24,1299.0
SBP,Body Cond 5.00-6.00pm,2018-05-15,1900-01-01 17:00:00,35,27,1299.0
SBP,Body Cond 5.00-6.00pm,2018-05-22,1900-01-01 17:00:00,35,26,1299.0
SBP,Body Cond 5.00-6.00pm,2018-05-29,1900-01-01 17:00:00,35,17,1299.0
NBL,Body Cond 6.30-7.30pm,2018-04-03,1900-01-01 18:30:00,60,33,1299.0
NBL,Body Cond 6.30-7.30pm,2018-04-10,1900-01-01 18:30:00,60,34,1299.0
NBL,Body Cond 6.30-7.30pm,2018-04-17,1900-01-01 18:30:00,60,36,1299.0
NBL,Body Cond 6.30-7.30pm,2018-04-24,1900-01-01 18:30:00,60,45,1299.0
NBL,Body Cond 6.30-7.30pm,2018-05-01,1900-01-01 18:30:00,60,35,1299.0
NBL,Body Cond 6.30-7.30pm,2018-05-08,1900-01-01 18:30:00,60,26,1299.0
NBL,Body Cond 6.30-7.30pm,2018-05-15,1900-01-01 18:30:00,60,35,1299.0
NBL,Body Cond 6.30-7.30pm,2018-05-22,1900-01-01 18:30:00,60,29,1299.0
NBL,Body Cond 6.30-7.30pm,2018-05-29,1900-01-01 18:30:00,60,21,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-04,1900-01-01 19:30:00,25,17,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-09,1900-01-01 19:30:00,25,16,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-11,1900-01-01 19:30:00,25,20,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-16,1900-01-01 19:30:00,25,19,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-18,1900-01-01 19:30:00,25,19,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-23,1900-01-01 19:30:00,25,24,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-25,1900-01-01 19:30:00,25,15,1299.0
HXP,Body Cond 7.30-8.30pm,2018-04-30,1900-01-01 19:30:00,25,18,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-02,1900-01-01 19:30:00,25,22,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-09,1900-01-01 19:30:00,25,25,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-14,1900-01-01 19:30:00,25,26,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-16,1900-01-01 19:30:00,25,21,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-21,1900-01-01 19:30:00,25,25,1299.0
HXP,Body Cond 7.30-8.30pm,2018-05-23,1900-01-01 19:30:00,25,20,1299.0
BRP,Body Cond 8.00-9.00pm,2018-04-09,1900-01-01 20:00:00,35,32,1299.0
BRP,Body Cond 8.00-9.00pm,2018-04-16,1900-01-01 20:00:00,35,30,1299.0
BRP,Body Cond 8.00-9.00pm,2018-04-23,1900-01-01 20:00:00,35,32,1299.0
BRP,Body Cond 8.00-9.00pm,2018-04-30,1900-01-01 20:00:00,35,34,1299.0
BRP,Body Cond 8.00-9.00pm,2018-05-14,1900-01-01 20:00:00,35,24,1299.0
BRP,Body Cond 8.00-9.00pm,2018-05-21,1900-01-01 20:00:00,35,32,1299.0
TSC,Body Cond 9.30-10.15am,2018-04-07,1900-01-01 09:30:00,24,10,1299.0
TSC,Body Cond 9.30-10.15am,2018-04-14,1900-01-01 09:30:00,24,9,1299.0
TSC,Body Cond 9.30-10.15am,2018-04-21,1900-01-01 09:30:00,24,8,1299.0
TSC,Body Cond 9.30-10.15am,2018-04-28,1900-01-01 09:30:00,24,12,1299.0
TSC,Body Cond 9.30-10.15am,2018-05-05,1900-01-01 09:30:00,24,18,1299.0
TSC,Body Cond 9.30-10.15am,2018-05-12,1900-01-01 09:30:00,24,12,1299.0
TSC,Body Cond 9.30-10.15am,2018-05-19,1900-01-01 09:30:00,24,13,1299.0
TSC,Body Cond 9.30-10.15am,2018-05-26,1900-01-01 09:30:00,24,17,1299.0
HXP,Body Condition 10 -11am,2018-04-03,1900-01-01 10:00:00,25,16,1299.0
HXP,Body Condition 10 -11am,2018-04-10,1900-01-01 10:00:00,25,23,1299.0
HXP,Body Condition 10 -11am,2018-04-17,1900-01-01 10:00:00,25,25,1299.0
HXP,Body Condition 10 -11am,2018-04-24,1900-01-01 10:00:00,25,23,1299.0
HXP,Body Condition 10 -11am,2018-05-01,1900-01-01 10:00:00,25,17,1299.0
HXP,Body Condition 10 -11am,2018-05-08,1900-01-01 10:00:00,25,21,1299.0
HXP,Body Condition 10 -11am,2018-05-15,1900-01-01 10:00:00,25,23,1299.0
HXP,Body Condition 10 -11am,2018-05-22,1900-01-01 10:00:00,25,25,1299.0
HXP,Body Condition 10 -11am,2018-05-29,1900-01-01 10:00:00,25,20,1299.0
BRP,Body Conditioning,2018-04-03,1900-01-01 18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-04-10,1900-01-01 18:30:00,35,28,1299.0
BRP,Body Conditioning,2018-04-17,1900-01-01 18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-04-24,1900-01-01 18:30:00,35,32,1299.0
BRP,Body Conditioning,2018-05-01,1900-01-01 18:30:00,35,30,1299.0
BRP,Body Conditioning,2018-05-08,1900-01-01 18:30:00,35,29,1299.0
BRP,Body Conditioning,2018-05-15,1900-01-01 18:30:00,35,31,1299.0
BRP,Body Conditioning,2018-05-22,1900-01-01 18:30:00,35,31,1299.0
BRP,Body Conditioning,2018-05-29,1900-01-01 18:30:00,35,27,1299.0
HXP,Body Conditioning 10-11am,2018-04-04,1900-01-01 10:00:00,25,14,1299.0
HXP,Body Conditioning 10-11am,2018-04-11,1900-01-01 10:00:00,25,12,1299.0
HXP,Body Conditioning 10-11am,2018-04-18,1900-01-01 10:00:00,25,16,1299.0
HXP,Body Conditioning 10-11am,2018-04-25,1900-01-01 10:00:00,25,18,1299.0
HXP,Body Conditioning 10-11am,2018-05-02,1900-01-01 10:00:00,25,12,1299.0
HXP,Body Conditioning 10-11am,2018-05-09,1900-01-01 10:00:00,25,15,1299.0
HXP,Body Conditioning 10-11am,2018-05-16,1900-01-01 10:00:00,25,16,1299.0
HXP,Body Conditioning 10-11am,2018-05-23,1900-01-01 10:00:00,25,20,1299.0
HXP,Body Conditioning 10-11am,2018-05-30,1900-01-01 10:00:00,25,16,1299.0
TSC,Body Conditioning 10-11am,2018-04-01,1900-01-01 10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11am,2018-04-06,1900-01-01 10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11am,2018-04-08,1900-01-01 10:00:00,30,18,1299.0
TSC,Body Conditioning 10-11am,2018-04-13,1900-01-01 10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11am,2018-04-15,1900-01-01 10:00:00,30,21,1299.0
TSC,Body Conditioning 10-11am,2018-04-20,1900-01-01 10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11am,2018-04-22,1900-01-01 10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11am,2018-04-27,1900-01-01 10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11am,2018-04-29,1900-01-01 10:00:00,30,17,1299.0
TSC,Body Conditioning 10-11am,2018-05-04,1900-01-01 10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11am,2018-05-06,1900-01-01 10:00:00,30,15,1299.0
TSC,Body Conditioning 10-11am,2018-05-11,1900-01-01 10:00:00,30,14,1299.0
TSC,Body Conditioning 10-11am,2018-05-13,1900-01-01 10:00:00,30,17,1299.0
TSC,Body Conditioning 10-11am,2018-05-18,1900-01-01 10:00:00,30,23,1299.0
TSC,Body Conditioning 10-11am,2018-05-20,1900-01-01 10:00:00,30,13,1299.0
TSC,Body Conditioning 10-11am,2018-05-25,1900-01-01 10:00:00,30,16,1299.0
TSC,Body Conditioning 10-11am,2018-05-27,1900-01-01 10:00:00,30,16,1299.0
BRP,Body Conditioning 11.30am,2018-05-26,1900-01-01 11:30:00,35,12,1299.0
SBP,Body Conditioning 8-9pm,2018-04-09,1900-01-01 20:00:00,35,9,1299.0
SBP,Body Conditioning 8-9pm,2018-04-16,1900-01-01 20:00:00,35,14,1299.0
SBP,Body Conditioning 8-9pm,2018-04-23,1900-01-01 20:00:00,35,14,1299.0
SBP,Body Conditioning 8-9pm,2018-04-30,1900-01-01 20:00:00,35,12,1299.0
SBP,Body Conditioning 8-9pm,2018-05-14,1900-01-01 20:00:00,35,13,1299.0
SBP,Body Conditioning 8-9pm,2018-05-21,1900-01-01 20:00:00,35,13,1299.0
NBL,Body Pump  5.45-6.45pm,2018-04-02,1900-01-01 16:30:00,60,42,1999.0
NBL,Body Pump  5.45-6.45pm,2018-04-09,1900-01-01 17:45:00,60,41,1999.0
NBL,Body Pump  5.45-6.45pm,2018-04-16,1900-01-01 17:45:00,60,56,1999.0
NBL,Body Pump  5.45-6.45pm,2018-04-23,1900-01-01 17:45:00,60,47,1999.0
NBL,Body Pump  5.45-6.45pm,2018-04-30,1900-01-01 17:45:00,60,36,1999.0
NBL,Body Pump  5.45-6.45pm,2018-05-07,1900-01-01 16:30:00,60,17,1999.0
NBL,Body Pump  5.45-6.45pm,2018-05-14,1900-01-01 17:45:00,60,35,1999.0
NBL,Body Pump  5.45-6.45pm,2018-05-21,1900-01-01 17:45:00,60,36,1999.0
NBL,Body Pump  5.45-6.45pm,2018-05-28,1900-01-01 14:00:00,60,23,1999.0
NBL,Body Pump 12.30-1.30pm,2018-04-05,1900-01-01 12:30:00,60,11,1999.0
NBL,Body Pump 12.30-1.30pm,2018-04-12,1900-01-01 12:30:00,60,7,1999.0
NBL,Body Pump 12.30-1.30pm,2018-04-19,1900-01-01 12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30pm,2018-04-26,1900-01-01 12:30:00,60,9,1999.0
NBL,Body Pump 12.30-1.30pm,2018-05-03,1900-01-01 12:30:00,60,12,1999.0
NBL,Body Pump 12.30-1.30pm,2018-05-10,1900-01-01 12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30pm,2018-05-17,1900-01-01 12:30:00,60,8,1999.0
NBL,Body Pump 12.30-1.30pm,2018-05-24,1900-01-01 12:30:00,60,9,1999.0
NBL,Body Pump 12.30-1.30pm,2018-05-31,1900-01-01 12:30:00,60,5,1999.0
NBL,Body Pump 8.00-9.00pm,2018-04-05,1900-01-01 20:00:00,60,26,1999.0
NBL,Body Pump 8.00-9.00pm,2018-04-12,1900-01-01 20:00:00,60,15,1999.0
NBL,Body Pump 8.00-9.00pm,2018-04-19,1900-01-01 20:00:00,60,29,1999.0
NBL,Body Pump 8.00-9.00pm,2018-04-26,1900-01-01 20:00:00,60,22,1999.0
NBL,Body Pump 8.00-9.00pm,2018-05-10,1900-01-01 20:00:00,60,15,1999.0
NBL,Body Pump 8.00-9.00pm,2018-05-17,1900-01-01 20:00:00,60,30,1999.0
NBL,Body Pump 8.00-9.00pm,2018-05-31,1900-01-01 20:00:00,60,22,1999.0
NBL,Body Pump 9.00-10.00am,2018-04-07,1900-01-01 09:00:00,60,29,1999.0
NBL,Body Pump 9.00-10.00am,2018-04-14,1900-01-01 09:00:00,60,50,1999.0
NBL,Body Pump 9.00-10.00am,2018-04-21,1900-01-01 09:00:00,60,39,1999.0
NBL,Body Pump 9.00-10.00am,2018-04-28,1900-01-01 09:00:00,60,30,1999.0
NBL,Body Pump 9.00-10.00am,2018-05-05,1900-01-01 09:00:00,60,32,1999.0
NBL,Body Pump 9.00-10.00am,2018-05-12,1900-01-01 09:00:00,60,38,1999.0
NBL,Body Pump 9.00-10.00am,2018-05-19,1900-01-01 09:00:00,60,38,1999.0
NBL,Body Pump 9.00-10.00am,2018-05-26,1900-01-01 09:00:00,60,33,1999.0
HXP,Bodycondition 12.30-13.30,2018-04-03,1900-01-01 12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-10,1900-01-01 12:30:00,25,8,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-17,1900-01-01 12:30:00,25,11,1299.0
HXP,Bodycondition 12.30-13.30,2018-04-24,1900-01-01 12:30:00,25,12,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-01,1900-01-01 12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-08,1900-01-01 12:30:00,25,7,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-15,1900-01-01 12:30:00,25,10,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-22,1900-01-01 12:30:00,25,10,1299.0
HXP,Bodycondition 12.30-13.30,2018-05-29,1900-01-01 12:30:00,25,11,1299.0
NBL,Chair Based Exercise,2018-04-05,1900-01-01 13:00:00,50,2,1999.0
NBL,Chair Based Exercise,2018-04-12,1900-01-01 13:00:00,50,3,1999.0
NBL,Chair Based Exercise,2018-04-19,1900-01-01 13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-04-26,1900-01-01 13:00:00,50,8,1999.0
NBL,Chair Based Exercise,2018-05-03,1900-01-01 13:00:00,50,10,1999.0
NBL,Chair Based Exercise,2018-05-10,1900-01-01 13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-05-17,1900-01-01 13:00:00,50,9,1999.0
NBL,Chair Based Exercise,2018-05-24,1900-01-01 13:00:00,50,6,1999.0
NBL,Chair Based Exercise,2018-05-31,1900-01-01 13:00:00,50,9,1999.0
TSC,Circuits 5.30-6.30pm,2018-04-09,1900-01-01 17:30:00,50,11,2999.0
TSC,Circuits 5.30-6.30pm,2018-04-16,1900-01-01 17:30:00,50,14,2999.0
TSC,Circuits 5.30-6.30pm,2018-04-23,1900-01-01 17:30:00,50,7,2999.0
TSC,Circuits 5.30-6.30pm,2018-04-30,1900-01-01 17:30:00,50,15,2999.0
TSC,Circuits 5.30-6.30pm,2018-05-14,1900-01-01 17:30:00,50,7,2999.0
TSC,Circuits 5.30-6.30pm,2018-05-21,1900-01-01 17:30:00,50,13,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-03,1900-01-01 07:00:00,20,14,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-10,1900-01-01 07:00:00,20,16,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-17,1900-01-01 07:00:00,20,12,2999.0
SBP,Circuits 7 -7.45 Am,2018-04-24,1900-01-01 07:00:00,20,10,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-01,1900-01-01 07:00:00,20,16,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-08,1900-01-01 07:00:00,20,7,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-15,1900-01-01 07:00:00,20,10,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-22,1900-01-01 07:00:00,20,11,2999.0
SBP,Circuits 7 -7.45 Am,2018-05-29,1900-01-01 07:00:00,20,9,2999.0
TSC,Circuits 7.15-8.15pm,2018-04-05,1900-01-01 19:15:00,50,19,2999.0
TSC,Circuits 7.15-8.15pm,2018-04-12,1900-01-01 19:15:00,50,21,2999.0
TSC,Circuits 7.15-8.15pm,2018-04-19,1900-01-01 19:15:00,50,13,2999.0
TSC,Circuits 7.15-8.15pm,2018-04-26,1900-01-01 19:15:00,50,13,2999.0
TSC,Circuits 7.15-8.15pm,2018-05-03,1900-01-01 19:15:00,50,15,2999.0
TSC,Circuits 7.15-8.15pm,2018-05-10,1900-01-01 19:15:00,50,25,2999.0
TSC,Circuits 7.15-8.15pm,2018-05-17,1900-01-01 19:15:00,50,15,2999.0
TSC,Circuits 7.15-8.15pm,2018-05-24,1900-01-01 19:15:00,50,23,2999.0
TSC,Circuits 7.15-8.15pm,2018-05-31,1900-01-01 19:15:00,50,12,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-04-09,1900-01-01 20:00:00,60,10,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-04-16,1900-01-01 20:00:00,60,15,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-04-23,1900-01-01 20:00:00,60,19,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-04-30,1900-01-01 20:00:00,60,20,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-05-07,1900-01-01 18:45:00,60,2,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-05-14,1900-01-01 20:00:00,60,9,2999.0
NBL,Circuits 8.00-9.00pm Edit,2018-05-21,1900-01-01 20:00:00,60,8,2999.0
SBP,Ex Better Living Team,2018-05-16,1900-01-01 14:00:00,30,1,1499.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-03,1900-01-01 11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-10,1900-01-01 11:00:00,24,23,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-17,1900-01-01 11:00:00,24,21,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-04-24,1900-01-01 11:00:00,24,20,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-01,1900-01-01 11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-08,1900-01-01 11:00:00,24,18,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-15,1900-01-01 11:00:00,24,22,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-22,1900-01-01 11:00:00,24,24,2999.0
TSC,Fitnes Pilate-11.00-12.00,2018-05-29,1900-01-01 11:00:00,24,16,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-04-06,1900-01-01 14:30:00,24,6,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-04-13,1900-01-01 14:30:00,24,10,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-04-20,1900-01-01 14:30:00,24,10,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-04-27,1900-01-01 14:30:00,24,12,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-05-04,1900-01-01 14:30:00,24,1,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-05-11,1900-01-01 14:30:00,24,11,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-05-18,1900-01-01 14:30:00,24,9,2999.0
TSC,Fitnes Pilates2.30-3.15pm,2018-05-25,1900-01-01 14:30:00,24,12,2999.0
SBP,Fusion   6.00-7.00pm,2018-04-04,1900-01-01 18:00:00,40,28,999.0
SBP,Fusion   6.00-7.00pm,2018-04-11,1900-01-01 18:00:00,40,29,999.0
SBP,Fusion   6.00-7.00pm,2018-04-18,1900-01-01 18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00pm,2018-04-25,1900-01-01 18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00pm,2018-05-02,1900-01-01 18:00:00,40,31,999.0
SBP,Fusion   6.00-7.00pm,2018-05-09,1900-01-01 18:00:00,40,32,999.0
SBP,Fusion   6.00-7.00pm,2018-05-16,1900-01-01 18:00:00,40,29,999.0
SBP,Fusion   6.00-7.00pm,2018-05-23,1900-01-01 18:00:00,40,19,999.0
SBP,Fusion   6.00-7.00pm,2018-05-30,1900-01-01 18:00:00,40,25,999.0
BRP,Fusion 5pm -6pm,2018-04-05,1900-01-01 17:00:00,35,31,999.0
BRP,Fusion 5pm -6pm,2018-04-12,1900-01-01 17:00:00,35,33,999.0
BRP,Fusion 5pm -6pm,2018-04-19,1900-01-01 17:00:00,35,25,999.0
BRP,Fusion 5pm -6pm,2018-04-26,1900-01-01 17:00:00,35,31,999.0
BRP,Fusion 5pm -6pm,2018-05-03,1900-01-01 17:00:00,35,28,999.0
BRP,Fusion 5pm -6pm,2018-05-10,1900-01-01 17:00:00,35,30,999.0
BRP,Fusion 5pm -6pm,2018-05-17,1900-01-01 17:00:00,35,30,999.0
BRP,Fusion 5pm -6pm,2018-05-24,1900-01-01 17:00:00,35,27,999.0
BRP,Fusion 5pm -6pm,2018-05-31,1900-01-01 17:00:00,35,31,999.0
NBL,Gentle Keep Fit 11-12pm,2018-04-09,1900-01-01 11:00:00,60,21,999.0
NBL,Gentle Keep Fit 11-12pm,2018-04-16,1900-01-01 11:00:00,60,30,999.0
NBL,Gentle Keep Fit 11-12pm,2018-04-23,1900-01-01 11:00:00,60,32,999.0
NBL,Gentle Keep Fit 11-12pm,2018-05-14,1900-01-01 11:00:00,60,28,999.0
